"","Unique_ID","Game","Game.Quality","Player.Quality","SI","TI","Opinion"
"1",1,0,0,0,1.36013193091999,1.02861363185956,1
"2",1,0,0,0,1.36013193091999,1.02861363185956,1
"3",1,0,0,0,1.36013193091999,1.02861363185956,2
"4",1,0,0,0,1.36013193091999,1.02861363185956,2
"5",1,0,0,0,1.36013193091999,1.02861363185956,1
"6",1,0,0,0,1.36013193091999,1.02861363185956,2
"7",1,0,0,0,1.36013193091999,1.02861363185956,2
"8",1,0,0,0,1.36013193091999,1.02861363185956,2
"9",1,0,0,0,1.36013193091999,1.02861363185956,2
"10",1,0,0,0,1.36013193091999,1.02861363185956,1
"11",1,0,0,0,1.36013193091999,1.02861363185956,2
"12",1,0,0,0,1.36013193091999,1.02861363185956,2
"13",1,0,0,0,1.36013193091999,1.02861363185956,2
"14",1,0,0,0,1.36013193091999,1.02861363185956,2
"15",1,0,0,0,1.36013193091999,1.02861363185956,2
"16",1,0,0,0,1.36013193091999,1.02861363185956,1
"17",1,0,0,0,1.36013193091999,1.02861363185956,2
"18",1,0,0,0,1.36013193091999,1.02861363185956,2
"19",1,0,0,0,1.36013193091999,1.02861363185956,2
"20",1,0,0,0,1.36013193091999,1.02861363185956,2
"21",1,0,0,0,1.36013193091999,1.02861363185956,1
"22",1,0,0,0,1.36013193091999,1.02861363185956,2
"23",1,0,0,0,1.36013193091999,1.02861363185956,1
"24",1,0,0,0,1.36013193091999,1.02861363185956,2
"25",1,0,0,0,1.36013193091999,1.02861363185956,2
"26",1,0,0,0,1.36013193091999,1.02861363185956,1
"27",1,0,0,0,1.36013193091999,1.02861363185956,1
"28",1,0,0,0,1.36013193091999,1.02861363185956,1
"29",1,0,0,0,1.36013193091999,1.02861363185956,2
"30",1,0,0,0,1.36013193091999,1.02861363185956,1
"31",2,0,0,1,1.36013193091999,1.02861363185956,1
"32",2,0,0,1,1.36013193091999,1.02861363185956,1
"33",2,0,0,1,1.36013193091999,1.02861363185956,2
"34",2,0,0,1,1.36013193091999,1.02861363185956,2
"35",2,0,0,1,1.36013193091999,1.02861363185956,1
"36",2,0,0,1,1.36013193091999,1.02861363185956,2
"37",2,0,0,1,1.36013193091999,1.02861363185956,1
"38",2,0,0,1,1.36013193091999,1.02861363185956,2
"39",2,0,0,1,1.36013193091999,1.02861363185956,2
"40",2,0,0,1,1.36013193091999,1.02861363185956,1
"41",2,0,0,1,1.36013193091999,1.02861363185956,3
"42",2,0,0,1,1.36013193091999,1.02861363185956,1
"43",2,0,0,1,1.36013193091999,1.02861363185956,1
"44",2,0,0,1,1.36013193091999,1.02861363185956,2
"45",2,0,0,1,1.36013193091999,1.02861363185956,2
"46",2,0,0,1,1.36013193091999,1.02861363185956,1
"47",2,0,0,1,1.36013193091999,1.02861363185956,1
"48",2,0,0,1,1.36013193091999,1.02861363185956,2
"49",2,0,0,1,1.36013193091999,1.02861363185956,1
"50",2,0,0,1,1.36013193091999,1.02861363185956,1
"51",2,0,0,1,1.36013193091999,1.02861363185956,1
"52",2,0,0,1,1.36013193091999,1.02861363185956,1
"53",2,0,0,1,1.36013193091999,1.02861363185956,1
"54",2,0,0,1,1.36013193091999,1.02861363185956,2
"55",2,0,0,1,1.36013193091999,1.02861363185956,2
"56",2,0,0,1,1.36013193091999,1.02861363185956,1
"57",2,0,0,1,1.36013193091999,1.02861363185956,2
"58",2,0,0,1,1.36013193091999,1.02861363185956,1
"59",2,0,0,1,1.36013193091999,1.02861363185956,1
"60",2,0,0,1,1.36013193091999,1.02861363185956,1
"61",3,0,0,2,1.36013193091999,1.02861363185956,1
"62",3,0,0,2,1.36013193091999,1.02861363185956,1
"63",3,0,0,2,1.36013193091999,1.02861363185956,2
"64",3,0,0,2,1.36013193091999,1.02861363185956,2
"65",3,0,0,2,1.36013193091999,1.02861363185956,1
"66",3,0,0,2,1.36013193091999,1.02861363185956,4
"67",3,0,0,2,1.36013193091999,1.02861363185956,1
"68",3,0,0,2,1.36013193091999,1.02861363185956,2
"69",3,0,0,2,1.36013193091999,1.02861363185956,2
"70",3,0,0,2,1.36013193091999,1.02861363185956,1
"71",3,0,0,2,1.36013193091999,1.02861363185956,2
"72",3,0,0,2,1.36013193091999,1.02861363185956,1
"73",3,0,0,2,1.36013193091999,1.02861363185956,1
"74",3,0,0,2,1.36013193091999,1.02861363185956,2
"75",3,0,0,2,1.36013193091999,1.02861363185956,1
"76",3,0,0,2,1.36013193091999,1.02861363185956,1
"77",3,0,0,2,1.36013193091999,1.02861363185956,2
"78",3,0,0,2,1.36013193091999,1.02861363185956,2
"79",3,0,0,2,1.36013193091999,1.02861363185956,1
"80",3,0,0,2,1.36013193091999,1.02861363185956,2
"81",3,0,0,2,1.36013193091999,1.02861363185956,1
"82",3,0,0,2,1.36013193091999,1.02861363185956,1
"83",3,0,0,2,1.36013193091999,1.02861363185956,1
"84",3,0,0,2,1.36013193091999,1.02861363185956,2
"85",3,0,0,2,1.36013193091999,1.02861363185956,2
"86",3,0,0,2,1.36013193091999,1.02861363185956,1
"87",3,0,0,2,1.36013193091999,1.02861363185956,1
"88",3,0,0,2,1.36013193091999,1.02861363185956,1
"89",3,0,0,2,1.36013193091999,1.02861363185956,2
"90",3,0,0,2,1.36013193091999,1.02861363185956,3
"91",4,0,1,0,1.36013193091999,1.02861363185956,2
"92",4,0,1,0,1.36013193091999,1.02861363185956,2
"93",4,0,1,0,1.36013193091999,1.02861363185956,4
"94",4,0,1,0,1.36013193091999,1.02861363185956,4
"95",4,0,1,0,1.36013193091999,1.02861363185956,2
"96",4,0,1,0,1.36013193091999,1.02861363185956,4
"97",4,0,1,0,1.36013193091999,1.02861363185956,2
"98",4,0,1,0,1.36013193091999,1.02861363185956,3
"99",4,0,1,0,1.36013193091999,1.02861363185956,3
"100",4,0,1,0,1.36013193091999,1.02861363185956,4
"101",4,0,1,0,1.36013193091999,1.02861363185956,3
"102",4,0,1,0,1.36013193091999,1.02861363185956,4
"103",4,0,1,0,1.36013193091999,1.02861363185956,3
"104",4,0,1,0,1.36013193091999,1.02861363185956,3
"105",4,0,1,0,1.36013193091999,1.02861363185956,3
"106",4,0,1,0,1.36013193091999,1.02861363185956,3
"107",4,0,1,0,1.36013193091999,1.02861363185956,3
"108",4,0,1,0,1.36013193091999,1.02861363185956,3
"109",4,0,1,0,1.36013193091999,1.02861363185956,3
"110",4,0,1,0,1.36013193091999,1.02861363185956,3
"111",4,0,1,0,1.36013193091999,1.02861363185956,2
"112",4,0,1,0,1.36013193091999,1.02861363185956,2
"113",4,0,1,0,1.36013193091999,1.02861363185956,3
"114",4,0,1,0,1.36013193091999,1.02861363185956,3
"115",4,0,1,0,1.36013193091999,1.02861363185956,3
"116",4,0,1,0,1.36013193091999,1.02861363185956,3
"117",4,0,1,0,1.36013193091999,1.02861363185956,2
"118",4,0,1,0,1.36013193091999,1.02861363185956,2
"119",4,0,1,0,1.36013193091999,1.02861363185956,3
"120",4,0,1,0,1.36013193091999,1.02861363185956,3
"121",5,0,1,1,1.36013193091999,1.02861363185956,2
"122",5,0,1,1,1.36013193091999,1.02861363185956,4
"123",5,0,1,1,1.36013193091999,1.02861363185956,4
"124",5,0,1,1,1.36013193091999,1.02861363185956,4
"125",5,0,1,1,1.36013193091999,1.02861363185956,2
"126",5,0,1,1,1.36013193091999,1.02861363185956,3
"127",5,0,1,1,1.36013193091999,1.02861363185956,2
"128",5,0,1,1,1.36013193091999,1.02861363185956,3
"129",5,0,1,1,1.36013193091999,1.02861363185956,3
"130",5,0,1,1,1.36013193091999,1.02861363185956,4
"131",5,0,1,1,1.36013193091999,1.02861363185956,4
"132",5,0,1,1,1.36013193091999,1.02861363185956,3
"133",5,0,1,1,1.36013193091999,1.02861363185956,4
"134",5,0,1,1,1.36013193091999,1.02861363185956,4
"135",5,0,1,1,1.36013193091999,1.02861363185956,4
"136",5,0,1,1,1.36013193091999,1.02861363185956,3
"137",5,0,1,1,1.36013193091999,1.02861363185956,3
"138",5,0,1,1,1.36013193091999,1.02861363185956,4
"139",5,0,1,1,1.36013193091999,1.02861363185956,3
"140",5,0,1,1,1.36013193091999,1.02861363185956,3
"141",5,0,1,1,1.36013193091999,1.02861363185956,3
"142",5,0,1,1,1.36013193091999,1.02861363185956,3
"143",5,0,1,1,1.36013193091999,1.02861363185956,3
